temperatura_sensor,humedad_ambiente,tiempo_desde_calibracion,nivel_gas_metano,fecha,hora,nivel_bateria
18.62,73.59,339.45,1.57,2024-10-14,02:52:00,46.85
12.73,74.74,236.92,0.44,2024-10-14,02:56:00,48.59
24.45,89.2,190.9,0.93,2024-10-14,03:00:00,52.89
20.37,76.67,666.47,0.29,2024-10-14,03:04:00,49.62
49.33,94.57,209.51,0.21,2024-10-14,03:08:00,52.59
2.8,75.39,314.2,0.69,2024-10-14,03:12:00,52.09
7.11,82.74,252.25,0.92,2024-10-14,03:16:00,46.16
2.64,61.76,62.05,0.15,2024-10-14,03:20:00,47.32
31.29,82.87,133.87,0.66,2024-10-14,03:24:00,49.96
2.73,89.8,136.44,0.3,2024-10-14,03:28:00,51.42
41.82,92.99,499.43,0.03,2024-10-14,03:32:00,50.08
25.6,94.91,292.74,0.16,2024-10-14,03:36:00,50.21
26.35,69.88,563.02,0.34,2024-10-14,03:40:00,50.66
28.08,80.14,510.44,0.91,2024-10-14,03:44:00,50.39
8.54,75.78,138.28,0.75,2024-10-14,03:48:00,50.51
9.88,79.73,405.3,0.14,2024-10-14,03:52:00,45.83
15.94,65.51,534.89,0.69,2024-10-14,03:56:00,49.94
29.67,89.97,455.79,0.22,2024-10-14,04:00:00,49.91
10.51,91.83,432.01,0.65,2024-10-14,04:04:00,48.41
5.82,75.74,532.52,0.24,2024-10-14,04:08:00,49.01
48.51,69.82,40.88,1.49,2024-10-14,04:12:00,47.19
1.1,64.93,526.62,0.26,2024-10-14,04:16:00,51.29
40.13,83.93,196.31,0.36,2024-10-14,04:20:00,48.21
39.4,70.93,411.75,0.22,2024-10-14,04:24:00,50.27
14.86,91.83,174.46,0.7,2024-10-14,04:28:00,49.52
6.78,83.49,603.95,0.21,2024-10-14,04:32:00,50.12
7.28,82.6,346.0,0.07,2024-10-14,04:36:00,52.3
34.87,79.58,462.92,0.61,2024-10-14,04:40:00,49.01
32.14,61.6,571.74,0.59,2024-10-14,04:44:00,50.27
39.14,92.62,644.63,0.18,2024-10-14,04:48:00,51.74
46.87,81.98,527.08,0.23,2024-10-14,04:52:00,50.76
34.6,94.79,107.11,0.39,2024-10-14,04:56:00,48.85
7.79,78.81,615.26,0.73,2024-10-14,05:00:00,47.33
12.17,84.85,445.38,1.76,2024-10-14,05:04:00,48.75
42.11,61.97,438.8,0.72,2024-10-14,05:08:00,50.78
10.47,82.11,663.37,0.79,2024-10-14,05:12:00,50.32
3.63,86.76,179.16,1.32,2024-10-14,05:16:00,51.68
35.16,87.25,172.5,0.82,2024-10-14,05:20:00,49.73
20.13,86.95,369.5,1.45,2024-10-14,05:24:00,48.84
46.0,67.92,540.62,0.51,2024-10-14,05:28:00,47.41
32.51,94.14,322.01,0.6,2024-10-14,05:32:00,47.95
4.52,94.83,456.4,0.23,2024-10-14,05:36:00,48.27
47.39,62.65,325.82,0.18,2024-10-14,05:40:00,52.98
12.93,92.78,439.48,0.31,2024-10-14,05:44:00,47.98
16.86,70.13,592.03,0.84,2024-10-14,05:48:00,48.0
20.11,84.12,129.94,0.87,2024-10-14,05:52:00,48.91
2.56,71.83,500.67,0.47,2024-10-14,05:56:00,52.39
24.83,93.87,566.95,1.03,2024-10-14,06:00:00,51.26
6.17,63.55,321.92,0.33,2024-10-14,06:04:00,49.8
20.05,77.42,232.73,0.16,2024-10-14,06:08:00,47.14
17.54,74.98,9.75,0.73,2024-10-14,06:12:00,50.03
38.64,71.41,573.92,0.58,2024-10-14,06:16:00,51.68
40.16,82.59,236.12,0.59,2024-10-14,06:20:00,52.74
7.67,64.59,257.26,1.49,2024-10-14,06:24:00,45.58
18.33,85.08,241.92,0.59,2024-10-14,06:28:00,48.38
18.67,94.32,359.09,0.94,2024-10-14,06:32:00,50.11
7.57,88.16,505.8,0.01,2024-10-14,06:36:00,52.4
39.92,90.1,555.74,0.57,2024-10-14,06:40:00,47.26
35.36,72.59,282.65,0.13,2024-10-14,06:44:00,47.68
9.52,71.37,477.43,0.41,2024-10-14,06:48:00,48.94
18.34,78.1,518.89,0.32,2024-10-14,06:52:00,47.05
5.29,61.6,213.78,1.29,2024-10-14,06:56:00,45.92
31.41,93.09,69.57,1.34,2024-10-14,07:00:00,54.08
6.07,65.03,644.16,1.42,2024-10-14,07:04:00,49.33
49.3,91.61,487.52,0.55,2024-10-14,07:08:00,48.52
39.03,62.93,466.64,0.05,2024-10-14,07:12:00,47.44
19.51,88.79,42.41,0.66,2024-10-14,07:16:00,49.73
28.93,65.32,588.87,0.35,2024-10-14,07:20:00,48.7
45.57,61.33,407.56,0.53,2024-10-14,07:24:00,51.36
27.7,85.18,610.48,0.2,2024-10-14,07:28:00,47.63
8.72,69.81,701.68,1.27,2024-10-14,07:32:00,49.73
18.94,85.01,689.11,0.83,2024-10-14,07:36:00,49.64
42.16,79.43,616.38,0.4,2024-10-14,07:40:00,50.82
32.21,63.81,7.88,0.24,2024-10-14,07:44:00,49.38
32.54,92.62,637.72,0.9,2024-10-14,07:48:00,50.89
43.34,75.83,54.04,1.03,2024-10-14,07:52:00,50.32
44.7,85.71,612.86,0.35,2024-10-14,07:56:00,51.43
45.99,77.54,201.73,0.25,2024-10-14,08:00:00,50.89
4.74,81.15,439.25,0.55,2024-10-14,08:04:00,49.33
27.21,70.6,27.41,0.64,2024-10-14,08:08:00,53.01
37.03,67.01,555.25,0.17,2024-10-14,08:12:00,48.66
37.85,78.99,80.43,0.96,2024-10-14,08:16:00,52.75
30.34,75.41,295.7,0.42,2024-10-14,08:20:00,51.85
8.34,73.65,588.56,1.13,2024-10-14,08:24:00,51.03
39.87,83.54,500.65,1.15,2024-10-14,08:28:00,49.66
36.01,84.17,4.35,1.08,2024-10-14,08:32:00,48.43
4.31,61.61,290.18,0.12,2024-10-14,08:36:00,50.23
23.19,71.86,30.19,0.15,2024-10-14,08:40:00,50.2
8.7,74.41,484.92,0.87,2024-10-14,08:44:00,49.62
16.87,63.39,697.64,0.87,2024-10-14,08:48:00,50.9
0.9,68.26,471.79,0.18,2024-10-14,08:52:00,51.61
20.02,61.81,161.55,0.46,2024-10-14,08:56:00,48.13
27.49,94.87,255.77,1.0,2024-10-14,09:00:00,48.47
30.98,85.78,703.19,0.72,2024-10-14,09:04:00,47.25
33.17,63.06,161.32,0.86,2024-10-14,09:08:00,50.52
41.81,60.71,404.3,0.64,2024-10-14,09:12:00,52.91
10.77,85.18,288.33,0.74,2024-10-14,09:16:00,47.13
6.02,75.37,553.19,0.48,2024-10-14,09:20:00,48.24
42.58,87.54,624.52,0.41,2024-10-14,09:24:00,47.01
7.83,92.32,245.4,0.54,2024-10-14,09:28:00,48.69
48.74,80.98,475.49,0.97,2024-10-14,09:32:00,45.61
42.13,66.55,395.31,0.32,2024-10-14,09:36:00,52.06
25.04,87.38,200.48,0.37,2024-10-14,09:40:00,51.22
49.07,93.45,195.8,0.17,2024-10-14,09:44:00,50.23
4.87,80.31,387.81,0.41,2024-10-14,09:48:00,51.66
15.15,83.87,110.88,0.17,2024-10-14,09:52:00,51.54
31.91,71.81,583.78,1.07,2024-10-14,09:56:00,49.71
17.5,73.35,49.68,0.45,2024-10-14,10:00:00,47.14
46.42,85.71,68.09,0.21,2024-10-14,10:04:00,48.31
3.28,92.47,246.4,0.97,2024-10-14,10:08:00,49.64
27.47,82.01,85.03,0.21,2024-10-14,10:12:00,48.26
29.54,87.64,342.5,0.15,2024-10-14,10:16:00,53.26
32.64,66.01,287.77,0.07,2024-10-14,10:20:00,50.11
12.78,67.42,519.7,0.09,2024-10-14,10:24:00,49.99
18.23,78.62,686.16,0.44,2024-10-14,10:28:00,51.67
42.18,66.18,542.56,0.48,2024-10-14,10:32:00,50.32
9.75,82.22,129.2,0.75,2024-10-14,10:36:00,49.23
41.34,70.21,673.58,0.54,2024-10-14,10:40:00,52.78
28.13,87.7,282.34,0.52,2024-10-14,10:44:00,50.62
38.11,88.28,341.42,0.19,2024-10-14,10:48:00,48.75
35.68,76.23,303.53,1.0,2024-10-14,10:52:00,50.09
10.38,66.33,201.99,0.62,2024-10-14,10:56:00,48.66
28.44,82.64,644.43,0.42,2024-10-14,11:00:00,48.07
43.39,94.75,239.21,0.57,2024-10-14,11:04:00,51.29
21.61,81.79,416.59,0.81,2024-10-14,11:08:00,48.7
48.33,61.25,172.82,0.17,2024-10-14,11:12:00,48.16
22.61,60.61,574.11,0.27,2024-10-14,11:16:00,50.04
7.14,71.21,557.42,0.05,2024-10-14,11:20:00,51.77
19.47,66.85,213.34,0.47,2024-10-14,11:24:00,45.47
47.59,88.46,490.72,0.68,2024-10-14,11:28:00,48.21
15.99,89.57,506.79,0.63,2024-10-14,11:32:00,45.18
43.4,69.05,405.01,0.81,2024-10-14,11:36:00,42.87
44.06,71.4,432.43,0.77,2024-10-14,11:40:00,49.73
17.51,68.27,413.61,0.49,2024-10-14,11:44:00,46.99
4.16,91.79,58.94,0.73,2024-10-14,11:48:00,51.15
36.23,77.59,482.59,1.35,2024-10-14,11:52:00,47.21
15.58,82.96,338.24,0.95,2024-10-14,11:56:00,50.78
39.15,74.54,315.69,0.9,2024-10-14,12:00:00,50.17
22.13,82.09,619.2,0.35,2024-10-14,12:04:00,47.72
24.26,73.5,16.72,0.38,2024-10-14,12:08:00,48.57
38.9,71.89,180.95,1.03,2024-10-14,12:12:00,49.92
19.12,82.21,87.41,0.17,2024-10-14,12:16:00,50.62
22.16,80.69,25.45,0.52,2024-10-14,12:20:00,52.28
18.81,70.27,198.49,0.94,2024-10-14,12:24:00,49.98
18.37,65.23,711.7,0.53,2024-10-14,12:28:00,49.45
26.3,72.9,194.57,0.44,2024-10-14,12:32:00,49.58
40.44,74.53,477.87,0.81,2024-10-14,12:36:00,49.01
18.09,82.0,85.18,0.68,2024-10-14,12:40:00,48.58
26.21,92.01,433.33,0.89,2024-10-14,12:44:00,47.64
33.54,61.27,708.83,1.76,2024-10-14,12:48:00,50.27
13.47,68.53,210.12,0.4,2024-10-14,12:52:00,47.81
13.88,66.78,610.61,0.76,2024-10-14,12:56:00,49.83
46.67,77.58,718.25,0.41,2024-10-14,13:00:00,49.41
36.18,75.04,423.76,0.17,2024-10-14,13:04:00,50.75
28.86,85.52,222.77,0.45,2024-10-14,13:08:00,49.93
32.39,68.48,484.94,0.12,2024-10-14,13:12:00,47.9
1.46,80.81,608.29,0.2,2024-10-14,13:16:00,47.22
30.91,90.94,123.37,0.74,2024-10-14,13:20:00,51.51
25.48,91.87,325.81,0.69,2024-10-14,13:24:00,48.58
27.29,93.56,229.82,1.17,2024-10-14,13:28:00,52.21
17.97,87.06,204.02,1.03,2024-10-14,13:32:00,44.17
4.07,91.71,619.79,0.26,2024-10-14,13:36:00,49.77
9.67,68.21,303.59,0.82,2024-10-14,13:40:00,51.11
47.54,66.92,244.13,0.68,2024-10-14,13:44:00,49.56
20.43,60.23,434.53,0.34,2024-10-14,13:48:00,49.8
23.33,84.74,157.97,0.57,2024-10-14,13:52:00,50.52
2.64,92.81,165.52,0.25,2024-10-14,13:56:00,51.02
1.88,66.54,374.61,1.11,2024-10-14,14:00:00,50.56
35.86,82.29,294.68,0.71,2024-10-14,14:04:00,51.8
26.9,86.13,212.39,1.19,2024-10-14,14:08:00,48.39
25.44,92.47,38.84,0.5,2024-10-14,14:12:00,52.67
12.16,82.64,374.96,0.25,2024-10-14,14:16:00,47.26
37.24,93.96,587.96,0.08,2024-10-14,14:20:00,51.23
8.41,72.06,612.99,0.29,2024-10-14,14:24:00,50.1
9.5,72.25,169.52,0.28,2024-10-14,14:28:00,53.78
23.04,79.01,431.74,0.82,2024-10-14,14:32:00,49.89
14.31,73.42,616.23,0.59,2024-10-14,14:36:00,50.66
12.37,60.05,294.28,0.93,2024-10-14,14:40:00,45.97
32.26,85.61,671.14,0.32,2024-10-14,14:44:00,50.98
32.55,86.31,650.14,0.99,2024-10-14,14:48:00,49.82
41.23,86.14,149.86,0.43,2024-10-14,14:52:00,50.72
20.89,72.08,186.45,0.26,2024-10-14,14:56:00,47.34
3.65,78.28,129.92,0.09,2024-10-14,15:00:00,48.24
13.68,72.6,141.16,0.16,2024-10-14,15:04:00,49.59
49.0,60.56,653.66,0.3,2024-10-14,15:08:00,49.08
29.81,79.69,670.42,0.56,2024-10-14,15:12:00,49.76
35.49,64.33,37.37,0.25,2024-10-14,15:16:00,49.53
0.37,62.8,427.39,1.83,2024-10-14,15:20:00,48.2
25.91,86.44,406.25,0.78,2024-10-14,15:24:00,48.71
1.88,60.33,281.19,0.19,2024-10-14,15:28:00,47.69
28.46,93.57,454.82,0.34,2024-10-14,15:32:00,54.69
46.04,78.03,682.1,0.38,2024-10-14,15:36:00,49.84
48.42,94.41,122.58,0.63,2024-10-14,15:40:00,52.67
27.03,62.03,86.7,0.09,2024-10-14,15:44:00,47.07
22.91,80.42,24.04,1.44,2024-10-14,15:48:00,48.96
47.25,72.23,261.96,1.75,2024-10-14,15:52:00,48.24
33.68,89.52,243.09,0.68,2024-10-14,15:56:00,49.91
3.24,72.64,310.19,1.17,2024-10-14,16:00:00,49.52
23.29,69.12,362.38,0.58,2024-10-14,16:04:00,46.83
12.01,90.01,545.63,0.39,2024-10-14,16:08:00,50.05
23.49,73.11,282.32,0.2,2024-10-14,16:12:00,49.63
22.77,60.59,238.04,0.67,2024-10-14,16:16:00,49.67
29.11,73.66,595.35,0.5,2024-10-14,16:20:00,51.38
17.84,82.91,611.85,0.84,2024-10-14,16:24:00,50.96
8.21,68.9,167.59,0.23,2024-10-14,16:28:00,52.31
25.19,75.12,226.56,0.76,2024-10-14,16:32:00,49.73
41.51,61.99,594.08,0.32,2024-10-14,16:36:00,50.87
33.2,80.58,57.17,0.22,2024-10-14,16:40:00,48.65
16.92,86.47,234.61,0.3,2024-10-14,16:44:00,49.41
46.78,74.47,322.81,0.26,2024-10-14,16:48:00,50.18
45.61,74.71,134.69,0.64,2024-10-14,16:52:00,48.02
10.47,63.09,129.54,0.82,2024-10-14,16:56:00,49.13
1.97,67.07,305.9,0.13,2024-10-14,17:00:00,46.43
37.07,65.41,543.26,0.28,2024-10-14,17:04:00,51.45
41.38,76.86,604.97,0.76,2024-10-14,17:08:00,51.5
48.39,78.52,705.05,0.85,2024-10-14,17:12:00,46.54
44.49,93.21,53.27,0.6,2024-10-14,17:16:00,51.28
30.03,62.56,156.01,0.47,2024-10-14,17:20:00,50.89
26.5,81.0,544.77,0.24,2024-10-14,17:24:00,49.59
1.39,78.43,389.23,0.15,2024-10-14,17:28:00,49.58
12.33,78.07,235.93,0.38,2024-10-14,17:32:00,50.08
22.98,90.56,148.02,0.39,2024-10-14,17:36:00,46.29
31.43,67.19,201.94,0.46,2024-10-14,17:40:00,53.52
27.86,61.43,309.09,0.65,2024-10-14,17:44:00,44.57
37.13,83.53,127.55,0.62,2024-10-14,17:48:00,45.97
13.99,72.08,694.24,0.74,2024-10-14,17:52:00,51.01
28.25,60.62,77.46,0.49,2024-10-14,17:56:00,50.72
4.41,68.8,709.62,0.23,2024-10-14,18:00:00,52.28
20.68,70.83,606.16,1.51,2024-10-14,18:04:00,49.08
37.51,81.59,304.67,0.17,2024-10-14,18:08:00,47.01
34.67,66.04,532.67,0.24,2024-10-14,18:12:00,48.98
49.53,74.46,483.49,0.61,2024-10-14,18:16:00,50.55
13.89,76.89,153.57,0.32,2024-10-14,18:20:00,47.45
24.91,76.07,244.13,1.18,2024-10-14,18:24:00,46.69
16.48,94.09,369.45,0.49,2024-10-14,18:28:00,48.88
22.03,61.59,459.25,0.73,2024-10-14,18:32:00,47.37
42.85,93.28,390.88,0.43,2024-10-14,18:36:00,48.45
34.21,80.37,340.55,0.11,2024-10-14,18:40:00,47.56
44.12,87.85,319.07,2.0,2024-10-14,18:44:00,49.95
10.18,75.06,358.75,0.59,2024-10-14,18:48:00,47.88
43.67,75.88,312.73,0.23,2024-10-14,18:52:00,47.73
2.99,90.78,389.76,0.46,2024-10-14,18:56:00,50.17
44.43,91.36,639.35,0.84,2024-10-14,19:00:00,46.53
16.45,68.35,455.64,0.09,2024-10-14,19:04:00,46.93
15.73,66.97,520.29,0.49,2024-10-14,19:08:00,49.42
25.6,77.37,430.19,0.38,2024-10-14,19:12:00,46.98
47.03,91.51,462.97,0.18,2024-10-14,19:16:00,51.32
2.39,71.28,416.41,0.85,2024-10-14,19:20:00,46.61
17.61,82.82,19.34,0.25,2024-10-14,19:24:00,48.47
42.83,84.79,719.71,1.11,2024-10-14,19:28:00,46.96
19.8,87.25,24.2,0.33,2024-10-14,19:32:00,51.62
9.96,79.74,284.51,0.76,2024-10-14,19:36:00,46.57
21.24,74.09,75.68,0.6,2024-10-14,19:40:00,52.51
19.28,93.85,69.79,0.56,2024-10-14,19:44:00,48.83
45.77,81.4,571.34,0.47,2024-10-14,19:48:00,48.29
38.1,85.5,306.67,0.53,2024-10-14,19:52:00,44.48
25.26,72.07,576.82,0.76,2024-10-14,19:56:00,51.97
49.42,83.45,196.41,1.14,2024-10-14,20:00:00,49.65
23.26,69.02,184.65,0.32,2024-10-14,20:04:00,46.19
2.91,68.58,180.89,1.79,2024-10-14,20:08:00,47.58
13.11,85.02,443.62,0.93,2024-10-14,20:12:00,45.3
21.8,78.25,586.8,0.68,2024-10-14,20:16:00,47.05
7.85,83.91,325.63,0.64,2024-10-14,20:20:00,48.37
47.38,69.43,273.06,0.06,2024-10-14,20:24:00,51.86
38.34,80.96,700.98,1.74,2024-10-14,20:28:00,53.56
13.41,75.54,84.06,0.8,2024-10-14,20:32:00,49.64
29.54,80.89,350.38,0.22,2024-10-14,20:36:00,45.45
36.07,70.18,294.11,0.12,2024-10-14,20:40:00,53.21
47.06,85.04,70.65,0.81,2024-10-14,20:44:00,45.0
44.08,88.21,193.1,0.33,2024-10-14,20:48:00,50.26
25.76,69.1,20.48,0.46,2024-10-14,20:52:00,48.66
38.73,70.52,631.41,0.44,2024-10-14,20:56:00,50.99
28.11,83.14,437.65,0.45,2024-10-14,21:00:00,47.0
27.64,84.35,586.81,0.1,2024-10-14,21:04:00,50.58
5.74,84.64,375.52,1.04,2024-10-14,21:08:00,51.4
6.31,83.89,431.65,0.32,2024-10-14,21:12:00,49.31
26.48,73.75,504.62,0.4,2024-10-14,21:16:00,48.51
13.44,73.82,653.77,0.27,2024-10-14,21:20:00,50.52
1.05,68.92,66.06,0.87,2024-10-14,21:24:00,51.15
36.14,65.49,238.28,0.26,2024-10-14,21:28:00,47.53
1.62,84.24,510.5,0.2,2024-10-14,21:32:00,47.18
29.76,63.26,690.01,0.77,2024-10-14,21:36:00,47.15
26.96,92.82,706.18,0.38,2024-10-14,21:40:00,43.94
48.44,88.93,459.43,0.63,2024-10-14,21:44:00,50.29
24.21,90.01,139.39,0.3,2024-10-14,21:48:00,48.41
3.18,91.73,85.83,0.2,2024-10-14,21:52:00,47.84
27.58,74.3,681.15,0.35,2024-10-14,21:56:00,47.52
42.05,89.63,312.43,0.93,2024-10-14,22:00:00,49.27
49.84,65.53,140.27,0.35,2024-10-14,22:04:00,47.06
21.52,60.76,672.4,0.99,2024-10-14,22:08:00,50.17
16.01,87.47,75.26,0.33,2024-10-14,22:12:00,47.62
45.33,62.62,525.29,0.68,2024-10-14,22:16:00,46.07
9.56,94.6,450.19,0.44,2024-10-14,22:20:00,49.56
30.77,83.62,63.17,0.33,2024-10-14,22:24:00,46.61
20.29,86.37,243.9,0.22,2024-10-14,22:28:00,48.2
2.05,68.6,107.95,0.32,2024-10-14,22:32:00,50.2
17.36,83.59,435.24,0.52,2024-10-14,22:36:00,48.42
13.26,61.51,343.52,0.11,2024-10-14,22:40:00,48.53
34.3,89.32,3.08,0.21,2024-10-14,22:44:00,47.43
47.44,65.94,702.51,0.67,2024-10-14,22:48:00,48.64
13.4,84.41,251.7,0.15,2024-10-14,22:52:00,47.04
40.57,67.86,185.91,0.48,2024-10-14,22:56:00,49.34
2.77,62.4,160.16,0.8,2024-10-14,23:00:00,47.6
26.91,76.85,114.35,1.15,2024-10-14,23:04:00,47.89
3.53,65.93,719.38,0.08,2024-10-14,23:08:00,46.25
46.7,85.53,212.48,0.5,2024-10-14,23:12:00,49.29
38.32,68.31,291.97,1.46,2024-10-14,23:16:00,47.16
32.9,71.99,627.38,1.19,2024-10-14,23:20:00,46.05
41.19,79.86,462.16,0.12,2024-10-14,23:24:00,47.19
32.38,69.97,265.46,0.58,2024-10-14,23:28:00,49.85
48.45,73.23,646.8,0.28,2024-10-14,23:32:00,49.37
35.7,88.55,539.8,0.29,2024-10-14,23:36:00,43.73
46.23,66.27,164.09,0.31,2024-10-14,23:40:00,46.81
25.86,62.88,463.49,0.79,2024-10-14,23:44:00,51.06
5.85,71.49,664.13,0.62,2024-10-14,23:48:00,50.69
26.41,74.85,357.45,0.62,2024-10-14,23:52:00,45.66
6.34,78.99,528.2,0.6,2024-10-14,23:56:00,49.96
29.62,73.03,699.19,0.23,2024-10-15,00:00:00,45.28
24.12,87.65,497.1,0.21,2024-10-15,00:04:00,46.47
31.13,61.38,73.76,0.17,2024-10-15,00:08:00,46.0
0.5,75.11,176.08,0.44,2024-10-15,00:12:00,49.61
9.74,73.38,428.47,0.08,2024-10-15,00:16:00,48.19
24.57,82.67,198.4,0.61,2024-10-15,00:20:00,49.13
47.53,93.82,689.43,1.29,2024-10-15,00:24:00,44.19
19.18,77.86,291.85,0.64,2024-10-15,00:28:00,49.87
21.22,94.54,329.21,0.7,2024-10-15,00:32:00,51.36
35.73,70.58,505.15,0.27,2024-10-15,00:36:00,48.56
30.19,61.08,377.46,0.34,2024-10-15,00:40:00,52.05
14.95,65.8,275.15,0.43,2024-10-15,00:44:00,49.81
20.54,73.83,55.18,0.42,2024-10-15,00:48:00,51.67
10.88,71.07,429.44,0.61,2024-10-15,00:52:00,47.59
48.3,63.4,624.66,1.21,2024-10-15,00:56:00,48.68
6.53,75.14,493.75,0.42,2024-10-15,01:00:00,46.68
18.59,71.83,274.68,1.03,2024-10-15,01:04:00,45.12
1.29,64.29,91.96,0.47,2024-10-15,01:08:00,46.39
11.09,70.36,587.76,0.15,2024-10-15,01:12:00,48.58
39.02,91.03,678.06,0.52,2024-10-15,01:16:00,45.48
10.06,70.57,279.56,0.55,2024-10-15,01:20:00,48.22
4.0,84.99,524.62,0.15,2024-10-15,01:24:00,43.64
23.72,81.42,295.75,1.12,2024-10-15,01:28:00,47.32
0.5,74.95,361.63,0.71,2024-10-15,01:32:00,48.49
4.24,68.37,602.26,0.91,2024-10-15,01:36:00,46.55
40.38,72.92,60.07,0.94,2024-10-15,01:40:00,47.33
38.57,80.72,381.84,0.22,2024-10-15,01:44:00,47.91
45.76,72.28,154.53,0.94,2024-10-15,01:48:00,47.16
42.73,67.52,244.66,0.1,2024-10-15,01:52:00,48.5
34.16,64.08,463.99,0.49,2024-10-15,01:56:00,44.54
2.62,90.79,19.6,0.33,2024-10-15,02:00:00,45.54
39.14,75.41,427.55,0.15,2024-10-15,02:04:00,45.86
42.28,81.88,204.08,0.69,2024-10-15,02:08:00,47.47
39.95,77.16,482.03,0.76,2024-10-15,02:12:00,51.51
25.42,90.54,101.94,0.21,2024-10-15,02:16:00,49.04
11.65,79.14,529.78,0.47,2024-10-15,02:20:00,44.44
42.27,76.83,464.86,0.67,2024-10-15,02:24:00,48.28
36.36,92.36,699.29,0.05,2024-10-15,02:28:00,46.76
49.04,85.19,656.09,0.75,2024-10-15,02:32:00,46.94
7.78,63.9,203.98,0.18,2024-10-15,02:36:00,46.39
11.28,66.22,19.67,0.19,2024-10-15,02:40:00,47.27
10.59,87.55,471.87,0.74,2024-10-15,02:44:00,44.25
39.63,89.25,434.08,0.18,2024-10-15,02:48:00,47.57
9.35,79.08,19.75,0.95,2024-10-15,02:52:00,48.44
3.33,79.41,88.33,0.39,2024-10-15,02:56:00,46.2
49.93,82.12,420.99,0.3,2024-10-15,03:00:00,46.74
1.24,75.37,656.52,0.83,2024-10-15,03:04:00,45.4
41.76,83.81,652.68,0.48,2024-10-15,03:08:00,46.97
18.27,63.8,109.07,0.53,2024-10-15,03:12:00,47.95
42.08,93.64,276.89,0.16,2024-10-15,03:16:00,47.38
27.73,86.26,31.11,1.64,2024-10-15,03:20:00,49.06
45.08,82.09,337.88,1.35,2024-10-15,03:24:00,49.66
46.31,71.07,542.22,0.5,2024-10-15,03:28:00,46.56
0.45,65.63,568.78,0.35,2024-10-15,03:32:00,47.27
3.77,74.33,359.27,0.64,2024-10-15,03:36:00,45.51
12.52,83.16,69.03,0.11,2024-10-15,03:40:00,46.75
33.47,82.18,274.58,0.59,2024-10-15,03:44:00,47.81
44.41,73.39,671.11,0.03,2024-10-15,03:48:00,49.21
23.0,81.47,165.32,0.37,2024-10-15,03:52:00,47.49
30.35,88.48,230.22,0.17,2024-10-15,03:56:00,48.3
9.42,60.92,537.72,0.75,2024-10-15,04:00:00,45.0
40.25,75.77,528.18,0.29,2024-10-15,04:04:00,48.15
48.37,86.55,656.79,0.14,2024-10-15,04:08:00,45.92
13.43,79.12,279.45,0.97,2024-10-15,04:12:00,50.79
24.74,82.8,370.51,3.23,2024-10-15,04:16:00,51.27
4.31,78.08,336.52,0.44,2024-10-15,04:20:00,50.72
27.96,94.72,667.98,0.63,2024-10-15,04:24:00,45.78
25.14,61.91,553.92,0.25,2024-10-15,04:28:00,48.93
7.22,77.19,598.64,0.3,2024-10-15,04:32:00,42.63
22.1,63.2,95.83,1.22,2024-10-15,04:36:00,49.74
16.71,65.59,570.13,0.72,2024-10-15,04:40:00,47.52
26.09,73.41,311.74,0.73,2024-10-15,04:44:00,43.94
29.28,65.44,16.8,0.27,2024-10-15,04:48:00,48.78
0.42,93.73,43.26,0.21,2024-10-15,04:52:00,46.88
38.05,93.14,488.09,1.38,2024-10-15,04:56:00,46.86
35.65,71.76,267.85,0.44,2024-10-15,05:00:00,48.61
18.31,82.39,625.04,0.69,2024-10-15,05:04:00,49.54
2.65,78.68,528.68,0.22,2024-10-15,05:08:00,48.07
37.75,88.55,15.61,0.07,2024-10-15,05:12:00,42.93
47.76,81.96,494.56,0.37,2024-10-15,05:16:00,48.05
12.01,60.01,138.49,1.4,2024-10-15,05:20:00,45.44
16.18,86.71,304.26,0.64,2024-10-15,05:24:00,48.46
9.19,86.14,449.81,0.64,2024-10-15,05:28:00,48.14
28.85,77.84,628.36,0.35,2024-10-15,05:32:00,46.84
7.74,91.6,328.39,0.45,2024-10-15,05:36:00,47.18
17.81,91.8,582.11,0.51,2024-10-15,05:40:00,43.76
34.85,78.34,563.74,0.57,2024-10-15,05:44:00,50.56
28.01,81.28,298.47,0.15,2024-10-15,05:48:00,47.96
19.32,94.88,360.71,1.08,2024-10-15,05:52:00,47.81
21.01,70.46,504.35,0.73,2024-10-15,05:56:00,47.89
28.11,71.36,22.43,0.53,2024-10-15,06:00:00,43.67
0.29,66.4,641.38,0.85,2024-10-15,06:04:00,49.22
3.93,91.36,554.27,0.99,2024-10-15,06:08:00,46.44
44.06,86.06,179.58,0.85,2024-10-15,06:12:00,47.47
3.89,63.7,706.45,0.89,2024-10-15,06:16:00,46.02
35.34,94.36,129.16,0.3,2024-10-15,06:20:00,44.76
46.0,85.58,658.14,0.46,2024-10-15,06:24:00,46.12
13.53,89.77,233.62,0.95,2024-10-15,06:28:00,46.81
18.52,61.69,549.47,0.39,2024-10-15,06:32:00,47.16
28.45,77.67,328.59,0.82,2024-10-15,06:36:00,46.17
44.09,84.45,530.26,0.28,2024-10-15,06:40:00,46.96
47.1,79.0,112.16,0.25,2024-10-15,06:44:00,46.55
36.98,83.33,194.04,0.58,2024-10-15,06:48:00,44.41
4.33,88.63,71.9,1.2,2024-10-15,06:52:00,47.08
33.46,73.1,622.9,0.73,2024-10-15,06:56:00,47.07
